Z,N,energy,bet2,correctedRMS,bet2p,bet2n,bet4,bet4p,bet4n,epairp,epairn,unknown_c10,unknown_c11,iter,rms,rmsp,rmsn,jz_p,jz_n,j,extra_c19,extra_c21,extra_c22,extra_c23,extra_c24,Nmass,Ncharge
72,135,-1.564410E+03,-2.880227E-02,5.531669E+00,-2.897805E-02,-2.870853E-02,-1.357438E-02,-1.213193E-02,-1.434368E-02,-1.601000E+01,-7.688000E+01,-1.439038E+00,-3.246853E+00,8001,5.615973E+00,5.492572E+00,5.680691E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.882390E+00,-7.966318E+01,4.735550E+01,0.000000E+00,207,72
72,136,-1.567188E+03,-3.173950E-02,5.542930E+00,-3.184047E-02,-3.168604E-02,-1.439746E-02,-1.264505E-02,-1.532521E-02,-1.649000E+01,-8.290000E+01,-1.464949E+00,-3.380649E+00,8001,5.631287E+00,5.504336E+00,5.697351E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.894659E+00,-8.781392E+01,4.904270E+01,0.000000E+00,208,72
72,137,-1.569885E+03,-3.429726E-02,5.553887E+00,-3.439771E-02,-3.424446E-02,-1.509836E-02,-1.300775E-02,-1.619707E-02,-1.690000E+01,-8.823000E+01,-1.486063E+00,-3.489670E+00,8001,5.646047E+00,5.515438E+00,5.713492E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.906591E+00,-9.517043E+01,5.053380E+01,0.000000E+00,209,72
72,138,-1.572485E+03,-3.652474E-02,5.563854E+00,-3.665092E-02,-3.645890E-02,-1.583990E-02,-1.328837E-02,-1.717114E-02,-1.723000E+01,-9.286000E+01,-1.502535E+00,-3.575874E+00,8001,5.660325E+00,5.525876E+00,5.729219E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.917245E+00,-1.017277E+02,5.183950E+01,0.000000E+00,210,72
72,139,-1.574957E+03,-3.902255E-02,5.573665E+00,-3.911262E-02,-3.897590E-02,-1.640369E-02,-1.357722E-02,-1.786775E-02,-1.747000E+01,-9.676000E+01,-1.514530E+00,-3.640574E+00,8001,5.673882E+00,5.535774E+00,5.744114E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.927765E+00,-1.089047E+02,5.297260E+01,0.000000E+00,211,72
72,140,-1.577317E+03,-4.169571E-02,5.582774E+00,-4.172913E-02,-4.167853E-02,-1.685142E-02,-1.379595E-02,-1.842280E-02,-1.767000E+01,-1.002100E+02,-1.523657E+00,-3.695357E+00,8001,5.687167E+00,5.545338E+00,5.758748E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.937353E+00,-1.165570E+02,5.395540E+01,0.000000E+00,212,72
72,141,-1.579594E+03,-4.373649E-02,5.592078E+00,-4.375108E-02,-4.372904E-02,-1.699024E-02,-1.403181E-02,-1.850093E-02,-1.785000E+01,-1.035100E+02,-1.531913E+00,-3.746001E+00,8001,5.700254E+00,5.554700E+00,5.773164E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.947241E+00,-1.225886E+02,5.489570E+01,0.000000E+00,213,72
72,142,-1.581783E+03,-4.556313E-02,5.600737E+00,-4.562217E-02,-4.553320E-02,-1.687918E-02,-1.428993E-02,-1.819203E-02,-1.800000E+01,-1.066200E+02,-1.538705E+00,-3.788295E+00,8001,5.713267E+00,5.563801E+00,5.787578E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.956314E+00,-1.282311E+02,5.583450E+01,0.000000E+00,214,72
72,143,-1.583900E+03,-4.789811E-02,5.609833E+00,-4.804341E-02,-4.782495E-02,-1.678557E-02,-1.444854E-02,-1.796226E-02,-1.814000E+01,-1.096100E+02,-1.544433E+00,-3.831295E+00,8001,5.726086E+00,5.572938E+00,5.801666E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.965926E+00,-1.354569E+02,5.667520E+01,0.000000E+00,215,72
72,144,-1.585861E+03,-4.995344E-02,5.618309E+00,-5.011695E-02,-4.987168E-02,-1.693587E-02,-1.460831E-02,-1.809965E-02,-1.825000E+01,-1.122100E+02,-1.548751E+00,-3.867147E+00,8001,5.738280E+00,5.581855E+00,5.814915E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.974738E+00,-1.417410E+02,5.741720E+01,0.000000E+00,216,72
72,145,-1.587738E+03,-5.189642E-02,5.627005E+00,-5.207568E-02,-5.180742E-02,-1.743519E-02,-1.476419E-02,-1.876147E-02,-1.834000E+01,-1.146500E+02,-1.551939E+00,-3.898755E+00,8001,5.750711E+00,5.590550E+00,5.828605E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.983929E+00,-1.477349E+02,5.813110E+01,0.000000E+00,217,72
72,146,-1.589652E+03,-5.384860E-02,5.635196E+00,-5.401559E-02,-5.376625E-02,-1.805731E-02,-1.477911E-02,-1.967396E-02,-1.843000E+01,-1.174500E+02,-1.555627E+00,-3.931447E+00,8001,5.763641E+00,5.599174E+00,5.843044E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.992462E+00,-1.537087E+02,5.898000E+01,0.000000E+00,218,72
72,147,-1.591294E+03,-5.753620E-02,5.643910E+00,-5.766391E-02,-5.747365E-02,-1.822047E-02,-1.502549E-02,-1.978535E-02,-1.842000E+01,-1.193100E+02,-1.553878E+00,-3.957125E+00,8001,5.774989E+00,5.607853E+00,5.855111E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.001584E+00,-1.645919E+02,5.948360E+01,0.000000E+00,219,72
72,148,-1.592848E+03,-5.882585E-02,5.651898E+00,-5.927039E-02,-5.860959E-02,-1.747877E-02,-1.519597E-02,-1.858933E-02,-1.846000E+01,-1.211300E+02,-1.554513E+00,-3.977214E+00,8001,5.786344E+00,5.616277E+00,5.867298E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.009760E+00,-1.696919E+02,6.005270E+01,0.000000E+00,220,72
72,149,-1.594365E+03,-6.027705E-02,5.660133E+00,-6.071198E-02,-6.006688E-02,-1.811713E-02,-1.536708E-02,-1.944601E-02,-1.849000E+01,-1.229900E+02,-1.554882E+00,-3.994026E+00,8001,5.797914E+00,5.624489E+00,5.879884E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.018403E+00,-1.743456E+02,6.067430E+01,0.000000E+00,221,72
72,150,-1.595638E+03,-6.225510E-02,5.667945E+00,-6.278485E-02,-6.200082E-02,-1.816492E-02,-1.542708E-02,-1.947908E-02,-1.848000E+01,-1.241100E+02,-1.552570E+00,-4.002952E+00,8001,5.808611E+00,5.632737E+00,5.891165E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.026309E+00,-1.808416E+02,6.107440E+01,0.000000E+00,222,72
72,151,-1.596907E+03,-6.417689E-02,5.676111E+00,-6.487194E-02,-6.384548E-02,-1.795795E-02,-1.549056E-02,-1.913446E-02,-1.845000E+01,-1.253600E+02,-1.549931E+00,-4.012527E+00,8001,5.820121E+00,5.640873E+00,5.903675E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.034767E+00,-1.874139E+02,6.153040E+01,0.000000E+00,223,72
72,152,-1.598185E+03,-6.502333E-02,5.683586E+00,-6.564334E-02,-6.472963E-02,-1.806201E-02,-1.570405E-02,-1.917893E-02,-1.848000E+01,-1.269700E+02,-1.549510E+00,-4.025131E+00,8001,5.831275E+00,5.648794E+00,5.915749E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.042333E+00,-1.902090E+02,6.209160E+01,0.000000E+00,224,72
72,153,-1.599288E+03,-6.649547E-02,5.691490E+00,-6.665764E-02,-6.641915E-02,-1.708398E-02,-1.583227E-02,-1.767302E-02,-1.846000E+01,-1.280800E+02,-1.547369E+00,-4.027015E+00,8001,5.842622E+00,5.656675E+00,5.928109E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.050459E+00,-1.937224E+02,6.259630E+01,0.000000E+00,225,72
72,154,-1.600748E+03,-4.988187E-02,5.697675E+00,-4.981465E-02,-4.991329E-02,-1.735162E-02,-1.658271E-02,-1.771112E-02,-1.905000E+01,-1.316700E+02,-1.570526E+00,-4.074798E+00,8001,5.853361E+00,5.663343E+00,5.940115E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.056462E+00,-1.452015E+02,6.349240E+01,0.000000E+00,226,72
72,155,-1.601406E+03,-2.435142E-02,5.702646E+00,-2.440318E-02,-2.432738E-02,-1.775227E-02,-1.540559E-02,-1.884234E-02,-1.945000E+01,-1.330600E+02,-1.584076E+00,-4.081913E+00,8001,5.861230E+00,5.668306E+00,5.948719E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.061219E+00,-7.134091E+01,6.399600E+01,0.000000E+00,227,72
72,156,-1.602586E+03,-3.171595E-02,5.711527E+00,-3.228883E-02,-3.145155E-02,-1.899769E-02,-1.576866E-02,-2.048801E-02,-1.945000E+01,-1.346100E+02,-1.583239E+00,-4.095064E+00,8001,5.873582E+00,5.677641E+00,5.961845E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.070239E+00,-9.467105E+01,6.453820E+01,0.000000E+00,228,72
72,157,-1.603415E+03,-3.120339E-02,5.719041E+00,-3.195505E-02,-3.085868E-02,-1.946231E-02,-1.575537E-02,-2.116232E-02,-1.946000E+01,-1.356100E+02,-1.581525E+00,-4.098295E+00,8001,5.884697E+00,5.685105E+00,5.973999E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.077935E+00,-9.396614E+01,6.496450E+01,0.000000E+00,229,72
72,158,-1.604221E+03,-3.062985E-02,5.725976E+00,-3.154279E-02,-3.021382E-02,-1.989428E-02,-1.574289E-02,-2.178606E-02,-1.947000E+01,-1.367200E+02,-1.579888E+00,-4.103107E+00,8001,5.895959E+00,5.692496E+00,5.986383E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.084872E+00,-9.302371E+01,6.541280E+01,0.000000E+00,230,72
72,160,-1.605788E+03,-2.725687E-02,5.740055E+00,-2.831072E-02,-2.678264E-02,-2.105848E-02,-1.559777E-02,-2.351580E-02,-1.952000E+01,-1.394400E+02,-1.578344E+00,-4.116671E+00,8001,5.918620E+00,5.706987E+00,6.011425E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.099187E+00,-8.397523E+01,6.644630E+01,0.000000E+00,232,72
73,81,-1.206808E+03,-2.585941E-03,5.108997E+00,-2.809664E-03,-2.384315E-03,-2.808924E-03,-3.213346E-03,-2.444445E-03,-1.468000E+01,-2.630000E+00,-1.444422E+00,-6.105186E-01,8001,5.020397E+00,5.052840E+00,4.990978E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.456532E+00,-6.429840E+00,8.743800E+00,0.000000E+00,154,73
73,82,-1.220328E+03,2.153170E-04,5.105752E+00,2.743428E-04,1.627696E-04,-1.254072E-03,-1.566495E-03,-9.759382E-04,-1.320000E+01,-6.200000E-01,-1.348182E+00,-3.573293E-01,8001,5.019937E+00,5.049812E+00,4.993191E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.450661E+00,6.305411E-01,4.284300E+00,0.000000E+00,155,73
73,83,-1.231025E+03,-5.041237E-03,5.119459E+00,-5.247762E-03,-4.859595E-03,-3.988942E-03,-4.105240E-03,-3.886657E-03,-1.412000E+01,-4.260000E+00,-1.403555E+00,-7.924059E-01,8001,5.037583E+00,5.064260E+00,5.014004E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.466041E+00,-1.211312E+01,1.079340E+01,0.000000E+00,156,73
73,84,-1.241365E+03,-1.101765E-02,5.133421E+00,-1.154880E-02,-1.055605E-02,-5.385183E-03,-5.450573E-03,-5.328355E-03,-1.501000E+01,-7.930000E+00,-1.457477E+00,-1.076585E+00,8001,5.055307E+00,5.078805E+00,5.034796E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.481403E+00,-2.677126E+01,1.475390E+01,0.000000E+00,157,73
73,85,-1.251527E+03,-1.744265E-02,5.146961E+00,-1.828054E-02,-1.672305E-02,-6.232403E-03,-6.228337E-03,-6.235894E-03,-1.576000E+01,-1.152000E+01,-1.503630E+00,-1.298495E+00,8001,5.072476E+00,5.092780E+00,5.054974E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.496093E+00,-4.255582E+01,1.776140E+01,0.000000E+00,158,73
73,86,-1.261556E+03,-2.567049E-02,5.160444E+00,-2.674752E-02,-2.475628E-02,-7.009790E-03,-7.009804E-03,-7.009777E-03,-1.643000E+01,-1.514000E+01,-1.542357E+00,-1.492206E+00,8001,5.089550E+00,5.106752E+00,5.074903E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.510738E+00,-6.252882E+01,2.029760E+01,0.000000E+00,159,73
73,87,-1.271468E+03,-3.475364E-02,5.173840E+00,-3.600190E-02,-3.370625E-02,-7.789978E-03,-7.805601E-03,-7.776870E-03,-1.697000E+01,-1.879000E+01,-1.573730E+00,-1.668384E+00,8001,5.106476E+00,5.120558E+00,5.094630E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.525141E+00,-8.451571E+01,2.253030E+01,0.000000E+00,160,73
73,88,-1.281356E+03,1.104551E-01,5.185425E+00,1.125680E-01,1.087024E-01,1.238167E-02,1.053936E-02,1.390996E-02,-1.390000E+01,-1.762000E+01,-1.411407E+00,-1.606324E+00,8001,5.119950E+00,5.131608E+00,5.110259E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.537653E+00,2.653573E+02,2.194410E+01,0.000000E+00,161,73
73,89,-1.291275E+03,1.319738E-01,5.198468E+00,1.339443E-01,1.303575E-01,1.660765E-02,1.440619E-02,1.841334E-02,-1.322000E+01,-1.929000E+01,-1.375748E+00,-1.682992E+00,8001,5.135923E+00,5.144730E+00,5.128689E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.552123E+00,3.170537E+02,2.293230E+01,0.000000E+00,162,73
73,90,-1.301082E+03,1.510982E-01,5.211222E+00,1.529108E-01,1.496279E-01,1.993034E-02,1.742294E-02,2.196413E-02,-1.256000E+01,-2.064000E+01,-1.339862E+00,-1.740072E+00,8001,5.151588E+00,5.157628E+00,5.146683E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.566431E+00,3.634366E+02,2.373040E+01,0.000000E+00,163,73
73,91,-1.310743E+03,1.683098E-01,5.223459E+00,1.699526E-01,1.669919E-01,2.244004E-02,1.986161E-02,2.450845E-02,-1.189000E+01,-2.165000E+01,-1.303734E+00,-1.777402E+00,8001,5.166738E+00,5.169968E+00,5.164144E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.580031E+00,4.055917E+02,2.436990E+01,0.000000E+00,164,73
73,92,-1.320250E+03,1.835345E-01,5.235321E+00,1.850093E-01,1.823642E-01,2.414013E-02,2.154005E-02,2.620324E-02,-1.128000E+01,-2.244000E+01,-1.270173E+00,-1.802326E+00,8001,5.181513E+00,5.181989E+00,5.181135E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.593201E+00,4.433174E+02,2.490020E+01,0.000000E+00,165,73
73,93,-1.329593E+03,1.972444E-01,5.246741E+00,1.985532E-01,1.962170E-01,2.522436E-02,2.264619E-02,2.724808E-02,-1.070000E+01,-2.296000E+01,-1.237191E+00,-1.813329E+00,8001,5.195861E+00,5.193618E+00,5.197621E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.605838E+00,4.776917E+02,2.532980E+01,0.000000E+00,166,73
73,94,-1.338768E+03,2.101752E-01,5.257664E+00,2.113228E-01,2.092839E-01,2.623731E-02,2.368100E-02,2.822254E-02,-1.010000E+01,-2.312000E+01,-1.202215E+00,-1.807319E+00,8001,5.209691E+00,5.204777E+00,5.213504E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.617865E+00,5.104534E+02,2.558950E+01,0.000000E+00,167,73
73,95,-1.347808E+03,2.273006E-01,5.268735E+00,2.282626E-01,2.265614E-01,3.161014E-02,2.867399E-02,3.386634E-02,-9.230000E+00,-2.203000E+01,-1.147332E+00,-1.747386E+00,8001,5.223400E+00,5.216021E+00,5.229063E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.630263E+00,5.535705E+02,2.521630E+01,0.000000E+00,168,73
73,96,-1.356654E+03,2.388151E-01,5.278648E+00,2.395865E-01,2.382284E-01,3.336272E-02,3.034668E-02,3.565616E-02,-8.690000E+00,-2.147000E+01,-1.112227E+00,-1.710961E+00,8001,5.236177E+00,5.226247E+00,5.243715E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.641109E+00,5.833362E+02,2.510200E+01,0.000000E+00,169,73
73,97,-1.365310E+03,2.494431E-01,5.288219E+00,2.500492E-01,2.489869E-01,3.518454E-02,3.207965E-02,3.752120E-02,-8.190000E+00,-2.071000E+01,-1.078828E+00,-1.669072E+00,8001,5.248530E+00,5.236143E+00,5.257833E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.651485E+00,6.112096E+02,2.482570E+01,0.000000E+00,170,73
73,98,-1.373770E+03,2.573622E-01,5.297454E+00,2.577891E-01,2.570443E-01,3.236591E-02,2.931036E-02,3.464199E-02,-7.580000E+00,-1.975000E+01,-1.035710E+00,-1.617084E+00,8001,5.260241E+00,5.245495E+00,5.271199E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.660854E+00,6.325972E+02,2.443470E+01,0.000000E+00,171,73
73,99,-1.382375E+03,2.778936E-01,5.306764E+00,2.782021E-01,2.776661E-01,3.841469E-02,3.466874E-02,4.117685E-02,-6.590000E+00,-1.544000E+01,-9.535436E-01,-1.407520E+00,8001,5.271308E+00,5.255005E+00,5.283296E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.671841E+00,6.853484E+02,2.195210E+01,0.000000E+00,172,73
73,100,-1.390638E+03,2.847502E-01,5.314662E+00,2.851247E-01,2.844768E-01,3.611868E-02,3.271431E-02,3.860387E-02,-6.230000E+00,-1.418000E+01,-9.226391E-01,-1.342111E+00,8001,5.281642E+00,5.263221E+00,5.295049E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.680146E+00,7.051220E+02,2.113860E+01,0.000000E+00,173,73
73,101,-1.398785E+03,2.865011E-01,5.321700E+00,2.868210E-01,2.862700E-01,3.022869E-02,2.732654E-02,3.232628E-02,-5.920000E+00,-1.392000E+01,-8.983608E-01,-1.332105E+00,8001,5.291302E+00,5.270552E+00,5.306249E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.686880E+00,7.120477E+02,2.091350E+01,0.000000E+00,174,73
73,102,-1.406645E+03,2.871887E-01,5.327074E+00,2.874241E-01,2.870203E-01,2.314933E-02,2.057301E-02,2.499316E-02,-5.450000E+00,-1.286000E+01,-8.614627E-01,-1.276264E+00,8001,5.299070E+00,5.276166E+00,5.315402E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.691479E+00,7.162763E+02,2.016720E+01,0.000000E+00,175,73
73,103,-1.414394E+03,2.863301E-01,5.333264E+00,2.866673E-01,2.860911E-01,1.581488E-02,1.383157E-02,1.722054E-02,-5.190000E+00,-1.268000E+01,-8.401566E-01,-1.267155E+00,8001,5.307866E+00,5.282637E+00,5.325675E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.696974E+00,7.171092E+02,2.002420E+01,0.000000E+00,176,73
73,104,-1.421914E+03,2.835027E-01,5.338753E+00,2.839690E-01,2.831753E-01,7.570667E-03,6.152331E-03,8.566229E-03,-4.890000E+00,-1.253000E+01,-8.163951E-01,-1.260147E+00,8001,5.315897E+00,5.288364E+00,5.335138E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.701405E+00,7.130476E+02,1.989840E+01,0.000000E+00,177,73
73,105,-1.429238E+03,2.793137E-01,5.344283E+00,2.800332E-01,2.788134E-01,-8.486719E-04,-1.625850E-03,-3.083482E-04,-4.630000E+00,-1.267000E+01,-7.948423E-01,-1.267390E+00,8001,5.323980E+00,5.294109E+00,5.344650E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.705759E+00,7.058106E+02,2.000210E+01,0.000000E+00,178,73
73,106,-1.436362E+03,2.743724E-01,5.349701E+00,2.754657E-01,2.736194E-01,-9.216258E-03,-9.274990E-03,-9.175811E-03,-4.370000E+00,-1.284000E+01,-7.733526E-01,-1.276870E+00,8001,5.331912E+00,5.299718E+00,5.353971E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.709970E+00,6.968964E+02,2.012210E+01,0.000000E+00,179,73
73,107,-1.443299E+03,2.690378E-01,5.355149E+00,2.705819E-01,2.679843E-01,-1.720725E-02,-1.653610E-02,-1.766513E-02,-4.140000E+00,-1.299000E+01,-7.527474E-01,-1.283708E+00,8001,5.339848E+00,5.305356E+00,5.363253E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.714186E+00,6.870880E+02,2.024640E+01,0.000000E+00,180,73
73,108,-1.450051E+03,2.634504E-01,5.360430E+00,2.655067E-01,2.620605E-01,-2.473832E-02,-2.336885E-02,-2.566398E-02,-3.930000E+00,-1.305000E+01,-7.329268E-01,-1.287333E+00,8001,5.347559E+00,5.310828E+00,5.372245E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.718254E+00,6.766954E+02,2.027800E+01,0.000000E+00,181,73
73,109,-1.456619E+03,2.575284E-01,5.365551E+00,2.601501E-01,2.557725E-01,-3.162246E-02,-2.958912E-02,-3.298424E-02,-3.760000E+00,-1.310000E+01,-7.159825E-01,-1.289936E+00,8001,5.355155E+00,5.316152E+00,5.381118E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.722200E+00,6.654830E+02,2.032630E+01,0.000000E+00,182,73
73,110,-1.463004E+03,2.510294E-01,5.370551E+00,2.542714E-01,2.488778E-01,-3.758694E-02,-3.491313E-02,-3.936138E-02,-3.650000E+00,-1.331000E+01,-7.048690E-01,-1.302124E+00,8001,5.362715E+00,5.321376E+00,5.389973E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.726065E+00,6.528253E+02,2.045850E+01,0.000000E+00,183,73
73,111,-1.469209E+03,2.436016E-01,5.375398E+00,2.475353E-01,2.410145E-01,-4.220732E-02,-3.897555E-02,-4.433271E-02,-3.630000E+00,-1.383000E+01,-7.019025E-01,-1.329494E+00,8001,5.370275E+00,5.326482E+00,5.398882E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.729786E+00,6.378439E+02,2.080920E+01,0.000000E+00,184,73
73,112,-1.475236E+03,2.349524E-01,5.379974E+00,2.396413E-01,2.318962E-01,-4.521500E-02,-4.154482E-02,-4.760717E-02,-3.710000E+00,-1.467000E+01,-7.077250E-01,-1.374177E+00,8001,5.377695E+00,5.331357E+00,5.407685E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.733175E+00,6.197379E+02,2.135690E+01,0.000000E+00,185,73
73,113,-1.481101E+03,2.248376E-01,5.384331E+00,2.303333E-01,2.212872E-01,-4.638410E-02,-4.242893E-02,-4.893920E-02,-3.890000E+00,-1.593000E+01,-7.230483E-01,-1.437659E+00,8001,5.385070E+00,5.336050E+00,5.416503E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.736248E+00,5.978111E+02,2.216830E+01,0.000000E+00,186,73
73,114,-1.486584E+03,2.140174E-01,5.386472E+00,2.204644E-01,2.098892E-01,-4.727196E-02,-4.307178E-02,-4.996154E-02,-3.960000E+00,-1.586000E+01,-7.242502E-01,-1.440433E+00,8001,5.389931E+00,5.338493E+00,5.422613E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.736752E+00,5.742462E+02,2.203160E+01,0.000000E+00,187,73
73,115,-1.492429E+03,1.989430E-01,5.393001E+00,2.060530E-01,1.944297E-01,-4.255884E-02,-3.859212E-02,-4.507684E-02,-4.730000E+00,-1.993000E+01,-7.903459E-01,-1.625090E+00,8001,5.400244E+00,5.345446E+00,5.434742E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.741987E+00,5.386204E+02,2.453750E+01,0.000000E+00,188,73
73,116,-1.497995E+03,-1.807144E-01,5.403486E+00,-1.850090E-01,-1.780117E-01,-4.026081E-03,1.792227E-04,-6.672523E-03,-6.290000E+00,-2.499000E+01,-8.901786E-01,-1.731090E+00,8001,5.417369E+00,5.356491E+00,5.455332E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.754210E+00,-4.853252E+02,2.888140E+01,0.000000E+00,189,73
73,117,-1.503524E+03,-1.732991E-01,5.405535E+00,-1.779041E-01,-1.704259E-01,-7.198348E-03,-2.672002E-03,-1.002248E-02,-6.170000E+00,-2.386000E+01,-8.765697E-01,-1.681712E+00,8001,5.422129E+00,5.358867E+00,5.461230E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.754983E+00,-4.683319E+02,2.838020E+01,0.000000E+00,190,73
73,118,-1.508897E+03,-1.650562E-01,5.407063E+00,-1.700062E-01,-1.619939E-01,-9.929565E-03,-5.280712E-03,-1.280555E-02,-6.050000E+00,-2.248000E+01,-8.627524E-01,-1.625093E+00,8001,5.426223E+00,5.360722E+00,5.466352E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.755126E+00,-4.491095E+02,2.767270E+01,0.000000E+00,191,73
73,119,-1.514139E+03,-1.555154E-01,5.408513E+00,-1.608647E-01,-1.522338E-01,-1.261243E-02,-7.714572E-03,-1.561700E-02,-6.020000E+00,-2.128000E+01,-8.547337E-01,-1.573043E+00,8001,5.430422E+00,5.362497E+00,5.471674E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.755161E+00,-4.264424E+02,2.705620E+01,0.000000E+00,192,73
73,120,-1.519220E+03,-1.438516E-01,5.409282E+00,-1.496670E-01,-1.403138E-01,-1.505491E-02,-1.016175E-02,-1.803158E-02,-6.040000E+00,-1.976000E+01,-8.497228E-01,-1.510379E+00,8001,5.433730E+00,5.363566E+00,5.475974E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.754329E+00,-3.981343E+02,2.617600E+01,0.000000E+00,193,73
73,121,-1.524250E+03,-8.862801E-02,5.405653E+00,-9.389377E-02,-8.545115E-02,-1.852103E-02,-1.633821E-02,-1.983793E-02,-8.060000E+00,-1.960000E+01,-9.758840E-01,-1.545979E+00,8001,5.431114E+00,5.360166E+00,5.473472E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.745764E+00,-2.506320E+02,2.536180E+01,0.000000E+00,194,73
73,122,-1.529269E+03,-6.661162E-02,5.408574E+00,-7.144299E-02,-6.372071E-02,-1.488432E-02,-1.321788E-02,-1.588145E-02,-8.770000E+00,-1.864000E+01,-1.012134E+00,-1.492789E+00,8001,5.436820E+00,5.363339E+00,5.480317E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.747333E+00,-1.913586E+02,2.497430E+01,0.000000E+00,195,73
